idx,osm_idx,lat,lon
579,61341422,42.3554133,-71.0580756
580,61341429,42.3551742,-71.0633385
581,61341430,42.3548275,-71.0626577
582,61341431,42.355369,-71.161672
583,61341432,42.3558179,-71.1609579
584,61341435,42.3105605,-71.0915815
585,61341436,42.311154,-71.091097
586,61341437,42.3104617,-71.07899
587,61341442,42.310604,-71.083251
588,61341459,42.311363,-71.081148
589,61341460,42.310874,-71.125067
590,61341462,42.310603,-71.124898
591,61341468,42.310627,-71.100206
592,61341471,42.310563,-71.085888
593,61341475,42.310693,-71.05864
594,61341484,42.310681,-71.120216
595,61341486,42.31063,-71.108919
596,61341487,42.3104241,-71.0520112
597,61341488,42.311154,-71.108587
598,61341491,42.310815,-71.086493
599,61341492,42.3109806,-71.1193256
600,61341498,42.312517,-71.069932
601,61341503,42.311941,-71.1038192
602,61341504,42.311736,-71.1032028
603,61341506,42.31164,-71.07363
604,61341513,42.3117356,-71.1175594
605,61341514,42.3118556,-71.06685
606,61341519,42.313038,-71.101036
607,61341520,42.3119359,-71.1177619
608,61341527,42.31161,-71.070932
609,61341528,42.311756,-71.071297
610,61341536,42.3104343,-71.0879459
611,61341539,42.311349,-71.087157
612,61341540,42.310563,-71.116395
613,61341541,42.311029,-71.116856
614,61341543,42.311062,-71.115682
615,61341544,42.3109139,-71.1275339
616,61341547,42.311689,-71.085862
617,61341551,42.310964,-71.086383
618,61341554,42.3104437,-71.097858
619,61341556,42.310462,-71.10235
620,61341559,42.311905,-71.0905088
621,61341562,42.3546951,-71.1370239
622,61341565,42.354482,-71.1542
623,61341566,42.3542771,-71.1247391
624,61341567,42.3541529,-71.1360107
625,61341568,42.35411,-71.154863
626,61341569,42.3538705,-71.1366803
627,61341570,42.3540306,-71.1363065
628,61341571,42.3536174,-71.1373072
629,61341574,42.3541527,-71.1302206
630,61341575,42.353599,-71.1301595
631,61341577,42.35422,-71.156127
632,61341578,42.3545067,-71.1278484
633,61341581,42.3546416,-71.1482129
634,61341582,42.3542174,-71.1484782
635,61341583,42.354735,-71.156709
636,61341589,42.3545488,-71.1304173
637,61341591,42.3542789,-71.1357042
638,61341592,42.3540571,-71.1227805
639,61341595,42.3098969,-71.1056435
640,61341596,42.309759,-71.065439
641,61341597,42.3100215,-71.0657131
642,61341598,42.310051,-71.067431
643,61341600,42.30977,-71.06697
644,61341605,42.30998,-71.086351
645,61341607,42.3094305,-71.0853166
646,61341608,42.310143,-71.084739
647,61341612,42.30997,-71.102374
648,61341614,42.353609,-71.060296
649,61341618,42.309881,-71.087222
650,61341619,42.310836,-71.081574
651,61341620,42.310235,-71.086956
652,61341631,42.31,-71.103995
653,61341632,42.309665,-71.12917
654,61341633,42.309435,-71.104558
655,61341637,42.3093355,-71.0458948
656,61341638,42.3097943,-71.1054024
657,61341639,42.3094146,-71.0468015
658,61341640,42.309234,-71.0464983
659,61341642,42.309507,-71.124334
660,61341657,42.310859,-71.0663173
661,61341661,42.3108015,-71.0548528
662,61341662,42.3112868,-71.0675619
663,61341667,42.310955,-71.103068
664,61341671,42.3104881,-71.057777
665,61341672,42.311287,-71.103825
666,61341673,42.309258,-71.080268
667,61341675,42.30988,-71.079585
668,61341678,42.311703,-71.129737
669,61341680,42.3111218,-71.0997847
670,61341682,42.311085,-71.130652
