i,n,lat,lon
671,4430760149,-3.8269448,-38.5270169
672,4769450198,-3.8588416,-38.5484948
673,4769450197,-3.8578495,-38.5495555
674,2507386643,-3.7505808,-38.4996486
675,4769450200,-3.8579785,-38.5533541
676,4769450202,-3.857126,-38.552998
677,4769450201,-3.8566119,-38.5527804
678,4769450204,-3.8565437,-38.5520427
679,4769450205,-3.8581878,-38.5526654
680,4769450203,-3.8567742,-38.5537724
681,4769450207,-3.860056,-38.5532612
682,4430760160,-3.8288621,-38.5293667
683,4769450208,-3.8574437,-38.5523351
684,2507386645,-3.7510508,-38.4995985
685,4769450210,-3.8584031,-38.5545939
686,4769450211,-3.8588794,-38.5530214
687,2862614757,-3.8368481,-38.5215816
688,4769450213,-3.8535228,-38.5588836
689,4769450215,-3.8599715,-38.5595092
690,2862614760,-3.8366764,-38.5215775
691,4769450217,-3.856669,-38.5587214
692,2507386647,-3.7507783,-38.4948426
693,2047478002,-3.7521782,-38.4983728
694,2870479096,-3.8360801,-38.5736284
695,2870479097,-3.8366589,-38.5738079
696,2870479100,-3.8367363,-38.5738093
697,2047478022,-3.75136,-38.4952937
698,4405856533,-3.72682,-38.5651838
699,4405856534,-3.7271699,-38.565408
700,5309073687,-3.8053383,-38.4774114
701,2047478042,-3.748299,-38.4927966
702,4405856539,-3.7278781,-38.5691905
703,2283145499,-3.7313157,-38.4771865
704,2047478045,-3.751959,-38.4960981
705,2283145500,-3.7315194,-38.4765011
706,2047478052,-3.7509466,-38.4950696
707,2047478063,-3.7493446,-38.4934975
708,2047478080,-3.7507372,-38.4949391
709,264898886,-3.7696035,-38.5425576
710,264898887,-3.7679198,-38.5420372
711,264898888,-3.7666535,-38.5416739
712,264898889,-3.7652942,-38.5412434
713,264898890,-3.7637032,-38.5407728
714,264898891,-3.7622585,-38.5403222
715,264898892,-3.7608386,-38.5399099
716,264898893,-3.7592932,-38.5394199
717,264898894,-3.7573464,-38.5388309
718,265075276,-3.7403312,-38.5585622
719,264898896,-3.7507227,-38.5368105
720,264898897,-3.750511,-38.5367519
721,264898898,-3.7460063,-38.5353666
722,2047478092,-3.7518468,-38.4955602
723,2047478100,-3.7524554,-38.4996529
724,2047478101,-3.7533838,-38.5001187
725,264898902,-3.7451882,-38.5342337
726,264898903,-3.7211437,-38.527989
727,2047478099,-3.7529398,-38.4994008
728,264898906,-3.722402,-38.5282714
729,264898907,-3.7234622,-38.5285814
730,264898908,-3.7245364,-38.5288946
731,264898909,-3.7254988,-38.5291848
732,264898912,-3.7305432,-38.530712
733,264898913,-3.7314906,-38.5309951
734,264898914,-3.7323689,-38.5312562
735,264898915,-3.7333827,-38.5315665
736,264898916,-3.7372277,-38.5327357
737,264898917,-3.7377419,-38.5328807
738,264898918,-3.7382664,-38.53305
739,264898919,-3.7393228,-38.5333557
740,2047478119,-3.7521792,-38.4997996
741,264898921,-3.7459616,-38.5354384
742,264898922,-3.747715,-38.5359559
743,264898923,-3.7504749,-38.5368342
744,264898924,-3.7506772,-38.5368871
745,6624381290,-3.8024375,-38.5525059
746,2047478126,-3.746998,-38.4917859
747,264898927,-3.7573277,-38.5388912
748,264898928,-3.7592714,-38.5395129
749,264898929,-3.7601468,-38.5397808
750,264898930,-3.7608204,-38.5399788
751,264898931,-3.7622317,-38.5404141
752,264898932,-3.7636779,-38.5408485
753,264898933,-3.7652653,-38.5413193
754,264898934,-3.766627,-38.5417432
755,264898936,-3.769577,-38.5426364
756,264898937,-3.7705425,-38.5429316
757,2047478137,-3.7527536,-38.4983156
758,2047478139,-3.7473919,-38.4922507
759,264898940,-3.7444673,-38.5372105
760,264898941,-3.7437575,-38.5380296
761,264898942,-3.7434678,-38.5383672
762,264898943,-3.7420073,-38.5400541
763,264898944,-3.7417097,-38.6050223
764,264898950,-3.7402076,-38.5946235
765,264898958,-3.7367625,-38.5695433
766,2047478158,-3.7528981,-38.5012887
767,2047478159,-3.752348,-38.4997173
768,264898963,-3.7362178,-38.5665512
769,264898966,-3.7361455,-38.566212
770,264898967,-3.7359202,-38.5651221
771,264898968,-3.7356882,-38.5640523
772,264898969,-3.7354633,-38.5629547
773,264898970,-3.7352492,-38.5618842
774,264898971,-3.7350172,-38.5607924
775,264898972,-3.7347923,-38.5597091
776,2876770717,-3.7955109,-38.4662381
777,264898974,-3.7343493,-38.5575317
778,264898975,-3.7341486,-38.5565559
779,264898976,-3.7339092,-38.5553713
780,264898977,-3.7336842,-38.5542887
781,264898978,-3.7334621,-38.5531992
782,264898979,-3.7332453,-38.5521445
783,264898980,-3.7330255,-38.5510456
784,264898981,-3.7328052,-38.5499601
785,264898982,-3.7325725,-38.5488783
786,264898983,-3.7322779,-38.5474901
787,264898984,-3.7319837,-38.5460962
788,264898985,-3.7311133,-38.5419928
789,264898986,-3.7307078,-38.5402156
790,264898987,-3.7306364,-38.5398888
791,2876770726,-3.7959231,-38.4671773
792,2876770724,-3.7952172,-38.466601
793,2876770727,-3.7958941,-38.4663021
794,2876770729,-3.7962441,-38.4662791
795,2047478192,-3.753182,-38.4992834
796,2876770731,-3.7966529,-38.4662523
797,264898998,-3.7400629,-38.5946412
798,264899006,-3.7366089,-38.5695536
799,2047478208,-3.7536659,-38.5011469
800,264899009,-3.7354802,-38.5641787
801,264899011,-3.7341044,-38.5575913
802,264899013,-3.7337312,-38.5557269
803,264899015,-3.7333138,-38.5536802
804,264899016,-3.7330161,-38.5522402
805,264899018,-3.7326858,-38.5506177
806,264899019,-3.7325231,-38.5498131
807,264899020,-3.7323539,-38.5490329
808,264899021,-3.7320854,-38.5477797
809,264899022,-3.7317285,-38.5461226
810,264899023,-3.7314784,-38.544913
811,264899024,-3.7315007,-38.5450376
812,264899025,-3.7308063,-38.5415585
813,264899026,-3.730643,-38.5407649
814,3675785680,-3.7258001,-38.6518286
815,264899028,-3.7403951,-38.5958541
816,264899029,-3.7404131,-38.5952772
817,264899030,-3.740312,-38.5946054
818,264899031,-3.7398811,-38.5915483
819,264899035,-3.7393378,-38.5878449
820,264899036,-3.7392896,-38.5875224
821,264899039,-3.7387311,-38.5837258
822,264899041,-3.7384737,-38.5820495
823,264899042,-3.7381777,-38.5800424
824,6886787555,-3.8337624,-38.5278935
825,6886787556,-3.8325394,-38.5287604
826,6886787559,-3.8331083,-38.528385
827,264899048,-3.7366184,-38.5702784
828,264899049,-3.7366855,-38.5711425
829,264899050,-3.7367926,-38.5720904
830,264899051,-3.7369202,-38.5729852
831,264899052,-3.7370136,-38.5739047
832,2474744071,-3.78441,-38.4810072
833,264899054,-3.7372246,-38.5757234
834,264899057,-3.7374687,-38.5776243
835,264899058,-3.7376062,-38.5785797
836,7053773297,-3.7227615,-38.6049686
837,264899060,-3.7381296,-38.5820173
838,5127145972,-3.7948018,-38.5631532
839,5127145971,-3.7955696,-38.5634421
840,5127145970,-3.7956666,-38.5634843
841,264899064,-3.7387435,-38.5862867
842,264899071,-3.7398387,-38.5939469
843,264899072,-3.7399449,-38.5946518
844,264899075,-3.7403966,-38.5975859
845,264899078,-3.7343238,-38.5285829
846,264899079,-3.7340982,-38.5293447
847,264899080,-3.7339057,-38.5298766
848,264899081,-3.733694,-38.5305858
849,264899082,-3.7330586,-38.5326152
850,1619397134,-3.7355207,-38.4776312
851,1619397136,-3.7347263,-38.4727801
852,264899089,-3.7326425,-38.5338215
853,1619397138,-3.7272273,-38.4714742
854,1619397139,-3.7335132,-38.4720335
855,1619397141,-3.7249689,-38.4905951
856,7183141401,-3.7370643,-38.4768729
857,264899099,-3.7323308,-38.5347691
858,264899100,-3.731979,-38.5358142
859,264899101,-3.7319571,-38.5359016
860,264899102,-3.7316146,-38.5369422
861,264899103,-3.7312488,-38.5380218
862,264899104,-3.7309779,-38.5388285
863,1619397151,-3.7353477,-38.4731801
864,1619397154,-3.7265498,-38.4836946
865,264899107,-3.7330657,-38.5416172
866,1619397147,-3.734116,-38.4724051
867,7183141406,-3.7372505,-38.4765292
868,7183141412,-3.7372937,-38.4731129
869,264899112,-3.7325483,-38.5407985
870,1619397162,-3.7259886,-38.4875178
871,7202671160,-3.7232885,-38.511795
872,1619397187,-3.7281344,-38.4731735
873,1619397188,-3.7359426,-38.4735434
874,2795113044,-3.7508974,-38.5369547
875,7183141462,-3.7473202,-38.463797
876,1619397212,-3.7268698,-38.472448
877,7183141469,-3.7342799,-38.4768659
878,1619397214,-3.7282129,-38.4727993
879,1619397217,-3.7360339,-38.4757785
880,1619397225,-3.7273932,-38.4735285
881,1619397228,-3.7352923,-38.4784514
882,1619397229,-3.7280808,-38.4730487
883,1619397237,-3.7325321,-38.4779357
884,1619397241,-3.7336056,-38.4717304
885,1619397244,-3.7300855,-38.4722372
886,4766173821,-3.85126,-38.6602084
887,1619397247,-3.7365463,-38.4739211
888,4766173827,-3.8491699,-38.6617114
889,1619397253,-3.7256503,-38.4730093
890,4766173834,-3.8435438,-38.6600889
891,4766173836,-3.8421698,-38.6596872
892,4766173837,-3.8425313,-38.6597878
893,1619397262,-3.7256128,-38.4736081
894,4766173839,-3.8441454,-38.6579416
895,1619397264,-3.7330531,-38.4760959
896,4766173840,-3.8437352,-38.6593641
897,1619397266,-3.7255305,-38.4743637
898,4766173843,-3.8446017,-38.6591905
899,4766173844,-3.8449503,-38.6579449
900,2281285089,-3.7952335,-38.5182408
901,4766173841,-3.8427244,-38.6590978
902,4766173842,-3.8443188,-38.6601962
903,4766173846,-3.8452937,-38.6592589
904,4766173845,-3.8450279,-38.6602602
905,4766173849,-3.8432141,-38.661371
906,4766173850,-3.8420102,-38.6609829
907,1619397276,-3.7264232,-38.4714831
908,4766173851,-3.8430475,-38.6619856
909,4766173855,-3.8339792,-38.6614881
910,4766173856,-3.8347269,-38.6594926
911,4766173857,-3.8351929,-38.6609665
912,4766173858,-3.8358092,-38.6590383
913,4766173859,-3.844942,-38.6602552
914,4766173860,-3.8446987,-38.6611651
915,1619397285,-3.7277755,-38.4726056
916,4766173862,-3.8456529,-38.6602915
917,4766173863,-3.8460067,-38.6602832
918,4766173861,-3.8450995,-38.6620804
919,1619397291,-3.7291143,-38.4726854
920,6866864811,-3.7720419,-38.4355224
921,2281285094,-3.797006,-38.5166834
922,1619397294,-3.7370889,-38.4721853
923,1619397298,-3.7314477,-38.4731678
924,1619397311,-3.7317801,-38.471442
925,1619397313,-3.7329867,-38.4708653
926,2281285098,-3.7987334,-38.5189788
927,7202933447,-3.7710874,-38.5171498
928,1619397319,-3.7309008,-38.4727845
929,5853809355,-3.8539973,-38.5928456
930,5853809356,-3.8541134,-38.5925104
931,4766173906,-3.8487029,-38.6616263
932,3900836564,-3.765447,-38.6029563
933,4766173916,-3.8494877,-38.661857
934,4396288737,-3.8031715,-38.5078585
935,4396288740,-3.8110717,-38.5099487
936,4396288741,-3.811646,-38.5113703
937,4396288743,-3.8116179,-38.5132176
938,4396288744,-3.8117281,-38.5132508
939,6146624261,-3.7860375,-38.4289364
940,6146624264,-3.7854944,-38.427964
941,2876198941,-3.8267695,-38.5923239
942,2876198943,-3.8253725,-38.5928002
943,2279082781,-3.7539233,-38.5241755
944,7062424403,-3.7565717,-38.6519093
945,4766174046,-3.8544054,-38.6611927
946,4766174051,-3.8553736,-38.6610483
947,4766174052,-3.866077,-38.6614841
948,4766174063,-3.8654544,-38.6619382
949,7062424454,-3.8396782,-38.4391142
950,7062424455,-3.839052,-38.4388297
951,7062424456,-3.8540064,-38.4306613
952,7062424458,-3.8528324,-38.4303703
953,7062424459,-3.8398391,-38.4258346
954,7062424466,-3.8400241,-38.4270061
955,7062424467,-3.8400035,-38.4276954
956,4766174109,-3.8201839,-38.6612038
957,7062424478,-3.8397641,-38.4293174
958,7062424479,-3.8416666,-38.4259774
959,7062424482,-3.8415351,-38.4266346
960,7062424483,-3.8545729,-38.4363028
961,4766174118,-3.819371,-38.6590098
962,4766174121,-3.8201398,-38.659616
963,2813463478,-3.730712,-38.5177829
964,2868382646,-3.8490203,-38.5174445
965,2813463480,-3.7309804,-38.5180839
966,2868382652,-3.8494264,-38.5176062
967,2868382653,-3.8488179,-38.5179732
968,2868382654,-3.8492238,-38.5181241
969,2813463487,-3.7289881,-38.525723
970,2813463488,-3.7287674,-38.5241532
971,2868382657,-3.8486295,-38.5184748
972,2868382658,-3.84714,-38.5179002
973,2822638531,-3.7389024,-38.5799111
974,2822638532,-3.7388303,-38.5793815
975,2868382660,-3.8465252,-38.5177811
976,2868382661,-3.8471067,-38.5179992
977,2868382656,-3.8490148,-38.518627
978,2868382662,-3.848582,-38.5185735
979,2868382663,-3.848974,-38.5187256
980,2868382666,-3.8487944,-38.5192451
981,2822638539,-3.7399015,-38.5812847
982,2822638540,-3.7403872,-38.5812169
983,2822638541,-3.7398787,-38.5810768
984,2822638542,-3.7403557,-38.5810125
985,2822638543,-3.7392506,-38.5819314
986,2868382667,-3.8500507,-38.5203179
987,2868382664,-3.8504859,-38.5192861
988,2868382674,-3.8464434,-38.5208131
989,4766174156,-3.8223676,-38.6606842
990,4766174157,-3.8223852,-38.6598089
991,4766174159,-3.8223985,-38.6620313
992,4766174158,-3.8214308,-38.6619617
993,4766174160,-3.8233412,-38.6620738
994,6148983769,-3.8289225,-38.4360592
995,2822638554,-3.7398251,-38.581844
996,2868382683,-3.848393,-38.5190979
997,2868382684,-3.8464782,-38.5183634
998,2868382685,-3.8481795,-38.5196174
999,2822638558,-3.7397323,-38.5816163
1000,2822638559,-3.7392714,-38.5816919
1001,2868382686,-3.8464593,-38.5189349
1002,3526757341,-3.8358894,-38.5571875
1003,3526757342,-3.8359196,-38.5570989
1004,2822638564,-3.7398601,-38.5814105
1005,2822638565,-3.7390256,-38.5819656
1006,263982060,-3.7608222,-38.6525826
1007,2822638574,-3.7389517,-38.581591
1008,4896066546,-3.7664291,-38.6471035
1009,4896066547,-3.7659661,-38.6448263
1010,4896066548,-3.7695833,-38.6451146
1011,4896066554,-3.7702818,-38.6458817
1012,263982077,-3.7615005,-38.6526114
1013,4896066558,-3.7711691,-38.6464088
1014,4896066557,-3.7719787,-38.6462076
1015,4896066560,-3.7707555,-38.6465335
1016,2812021761,-3.7274332,-38.5786615
1017,2812021763,-3.7267295,-38.5783704
1018,2812021764,-3.7272897,-38.5789458
1019,2812021765,-3.7269008,-38.5788004
1020,2812021766,-3.7273606,-38.578805
1021,263982088,-3.7564822,-38.6539096
1022,2812021769,-3.7270831,-38.5787315
1023,6958877706,-3.8231302,-38.5443269
1024,6958877707,-3.8236015,-38.5444258
1025,6958877709,-3.8234416,-38.5439517
1026,6958877712,-3.80973,-38.5456944
1027,6958877713,-3.809081,-38.5454699
1028,6958877715,-3.8085841,-38.5455588
1029,7065177108,-3.7589056,-38.6450114
1030,6958877719,-3.8100303,-38.5397976
1031,6958877721,-3.8097065,-38.5396719
1032,4462349346,-3.8227133,-38.5536097
1033,4462349350,-3.8211623,-38.5582931
1034,4462349353,-3.8432334,-38.5653452
1035,4462349356,-3.8430253,-38.5629905
1036,2846493802,-3.7522002,-38.5807162
1037,2846493803,-3.754485,-38.5808553
1038,2846493804,-3.752744,-38.579983
1039,2846493818,-3.7537396,-38.5794618
1040,2846493819,-3.7545433,-38.5798938
1041,2846493820,-3.754994,-38.5801332
1042,2846493822,-3.7543596,-38.579795
1043,2846493823,-3.7545003,-38.5795506
1044,2846493824,-3.7536817,-38.5789438
1045,2846493829,-3.7542298,-38.579093
1046,2846493831,-3.7547596,-38.5794977
1047,2846493833,-3.7551723,-38.5793561
1048,2846493834,-3.7543881,-38.5789019
1049,2846493835,-3.7539626,-38.5786593
1050,2846493836,-3.7548897,-38.5791909
1051,2846493837,-3.7554456,-38.5795121
1052,2846493838,-3.7547019,-38.5783722
1053,2846493839,-3.7548219,-38.5781502
1054,2245397759,-3.8016715,-38.5076459
1055,7043419402,-3.7904625,-38.4677472
1056,7043419403,-3.7876602,-38.4592491
1057,2047479053,-3.7572616,-38.5051217
1058,2944273737,-3.8052558,-38.4973476
1059,2944273738,-3.8057169,-38.4974558
1060,4442295655,-3.8131214,-38.5705419
1061,4442295657,-3.812391,-38.5725996
1062,4442295658,-3.8116645,-38.5723741
1063,4442295659,-3.8113118,-38.5734248
1064,4442295660,-3.8110171,-38.5744126
1065,4442295661,-3.812006,-38.5713276
1066,4442295662,-3.8121821,-38.5702103
1067,2279083378,-3.7536622,-38.5219091
1068,6224088475,-3.747411,-38.6288403
1069,7183273404,-3.736635,-38.5315323
1070,7183273405,-3.7347144,-38.5308852
1071,2873363934,-3.8218803,-38.5852909
1072,2873363935,-3.8223613,-38.5849101
1073,2873363936,-3.8231731,-38.5859443
1074,2873363939,-3.8249744,-38.5827893
1075,2873363940,-3.8236619,-38.5831412
1076,2873363941,-3.8245188,-38.5824527
1077,5166206485,-3.7947756,-38.4684213
1078,5166206490,-3.7923914,-38.5359094
1079,3990883899,-3.83439,-38.6132879
1080,3990883900,-3.8349003,-38.61228
1081,3990883903,-3.836148,-38.6129549
1082,3990883904,-3.8356229,-38.6139397
1083,3990883906,-3.8340728,-38.6168984
1084,3990883908,-3.8333445,-38.6152302
1085,3990883915,-3.8339587,-38.6155771
1086,3990883916,-3.8334185,-38.6165691
1087,3990883917,-3.8332053,-38.6169693
1088,7059541582,-3.7251993,-38.5961361
1089,7059541583,-3.7253244,-38.5961703
1090,2869087025,-3.8328503,-38.5616161
1091,3990883918,-3.8458722,-38.6195599
1092,3990883920,-3.8459525,-38.619415
1093,3990883921,-3.8463385,-38.6184722
1094,2869087026,-3.8331401,-38.5607518
1095,3990883919,-3.8470726,-38.6201423
1096,3990883925,-3.8476337,-38.6200073
1097,3990883922,-3.8464462,-38.6184808
1098,3990883926,-3.8474128,-38.616643
1099,3990883927,-3.848603,-38.6172183
1100,3990883930,-3.8477811,-38.6159324
1101,3990883928,-3.8474757,-38.6165124
1102,3990883929,-3.848974,-38.6165005
1103,3990883931,-3.8495348,-38.6163552
1104,3990883932,-3.8495877,-38.6162463
1105,3990883935,-3.8483462,-38.6157376
1106,3990883934,-3.8487376,-38.6140919
1107,3990883936,-3.8487295,-38.6150148
1108,3990883938,-3.8497318,-38.6159708
1109,3990883939,-3.8485366,-38.6153782
1110,3990883937,-3.8491076,-38.6142837
1111,3990883941,-3.8489182,-38.6146535
1112,3990883933,-3.8502959,-38.6148706
1113,3990883940,-3.8501021,-38.6152533
1114,3990883944,-3.8543315,-38.6124305
1115,3990883945,-3.8538284,-38.6108199
1116,3990883946,-3.8536193,-38.6112624
1117,3990883947,-3.8527111,-38.6107542
1118,3990883948,-3.8486313,-38.618082
1119,3990883949,-3.8497597,-38.6186793
1120,3990883950,-3.8514346,-38.6195518
1121,3990883955,-3.8473214,-38.6206073
1122,2863009401,-3.8462986,-38.5070863
1123,2863009402,-3.8438451,-38.5061307
1124,2863009403,-3.8456521,-38.5051026
1125,2863009404,-3.8454825,-38.5055597
1126,2863009405,-3.8442488,-38.5051129
1127,2863009406,-3.8453667,-38.5058464
1128,2863009407,-3.8465833,-38.5063123
1129,2863009408,-3.8453808,-38.5058075
1130,2863009409,-3.8450883,-38.5056945
1131,4396289668,-3.8127677,-38.5203331
1132,4396289669,-3.8110147,-38.5198352
1133,4396289670,-3.8101495,-38.519598
1134,4396289671,-3.8100425,-38.51957
1135,2863009412,-3.8444784,-38.5057927
1136,2863009417,-3.8439713,-38.5044566
1137,264900234,-3.745786,-38.5434722
1138,264900235,-3.7465444,-38.5426503
1139,2863009413,-3.8442696,-38.5063168
1140,2863009415,-3.8448393,-38.5055958
1141,264900238,-3.7475549,-38.541327
1142,2863009416,-3.8447422,-38.5065002
1143,264900241,-3.7476249,-38.5406397
1144,7182487188,-3.7014929,-38.5811265
1145,264900245,-3.7496522,-38.5386822
1146,264900254,-3.7548207,-38.5302638
1147,264900257,-3.7565782,-38.5280809
1148,264900284,-3.7557226,-38.5260529
1149,1703331052,-3.7702436,-38.5982081
1150,264900295,-3.7555264,-38.5261586
1151,264900296,-3.7560483,-38.5272325
1152,264900299,-3.7563129,-38.5282207
1153,264900301,-3.7558673,-38.5289097
1154,264900303,-3.7536289,-38.52838
1155,264900305,-3.752752,-38.5273797
1156,264900307,-3.7536232,-38.5311155
1157,264900314,-3.7494722,-38.538641
1158,264900316,-3.7489995,-38.5392528
1159,264900317,-3.7480175,-38.5399975
1160,264900319,-3.747486,-38.5404916
1161,264900321,-3.7472061,-38.5411077
1162,264900323,-3.7471643,-38.5417096
1163,264900327,-3.7457125,-38.5434141
1164,588648188,-3.7301079,-38.5050833
1165,1703331065,-3.7705792,-38.6107988
1166,2149453578,-3.708599,-38.567549
1167,2149453581,-3.7089416,-38.5664863
1168,2149453583,-3.7096381,-38.593136
1169,1703331067,-3.7706014,-38.6114821
1170,2149453586,-3.7104334,-38.5635463
1171,2149453588,-3.7111941,-38.563802
1172,2149453590,-3.7122996,-38.5641709
1173,588648220,-3.7304227,-38.5041025
1174,2149453605,-3.717351,-38.5658131
1175,4324462373,-3.7418046,-38.5418579
1176,588648230,-3.7318508,-38.5045649
1177,4324462376,-3.743476,-38.5434103
1178,7186667134,-3.8016082,-38.4349989
1179,4324462379,-3.7458312,-38.5921914
1180,2149453612,-3.7183,-38.5661684
1181,4324462380,-3.7459459,-38.5930414
1182,4324462381,-3.7490513,-38.5875028
1183,4324462382,-3.7492327,-38.5873304
1184,4324462383,-3.749421,-38.5871869
1185,4324462384,-3.7494874,-38.5878463
1186,2149453618,-3.7195988,-38.570816
1187,4324462385,-3.7496343,-38.5876345
1188,4324462386,-3.7496331,-38.587025
1189,4324462387,-3.7497725,-38.5874397
1190,4324462388,-3.7498825,-38.5872155
1191,2242252601,-3.7632267,-38.5622281
1192,3990884163,-3.8505742,-38.6220932
1193,7186667139,-3.801455,-38.4333331
